veracity,claims
0,"Everyone is at Risk for Blood Clots, Even The Healthiest Athletes"
0,CDC lowered speech standard for children because of masking.
0,"“As we know, it has already been stated today that Ukraine intends to create its own nuclear weapons, and this is not just bragging.”"
0,A White House official said a fourth round of stimulus payments are being made to eligible American.
0,"“Until 1981, this powerful body, the Supreme Court, was all white men.”"
0,“[A]t a time when we had 2 million illegal immigrants cross our border under Joe Biden’s tenure in office. That’s like adding the entire population of Nebraska to this country.”
0," “In 2022, illegal immigrants will have MORE FREEDOMS and easier access to healthcare and ballot boxes than most Americans… Just think about that.”"
0,“Facebook is spamming all climate articles by misleading readers about” the accuracy of climate models.”
0,Attorney Thomas Renz Reveals Mind Blowing COVID Jab Injury Numbers From DoD Whistleblowers.
0,“Pennsylvania had 2.6 million mail in votes that the court of appeals of PA held to be unconstitutional. Umm that alone means Biden lost PA.”
0, Norton renewed your annual membership and said to contact the company for a refund.
0,"Says Chuck Norris recorded a video in response to the Biden administration saying, “Our great country and freedom are under attack.”"
0,“It’s not illegal to go inside the Capitol” as the Oath Keepers and other Jan. 6 rioters did.
0,Thrombosis Deaths In UK Are 500%-600% Greater Than Last 14 Years
0,"“Without a shred of clinical data to support its decision, the Biden Administration has revoked the emergency use authorization for lifesaving monoclonal antibody treatments.”"
0," Microsoft developing microchip to hold vaccination status, trials in July"
0,Video Shows ‘Illegal’ Migrant Workers Arriving At Florida Hotel
1,“Tax collections for the first half of the current financial year rose at the fastest pace since president Uhuru Kenyatta took power in 2013 …”
0,"“They call” Jan. 6 “an insurrection,” but “were FBI agents used as political agitators?”"
0,Dan Bongino’s Graphic Of Unhealthy U.S. Cities Run By Democrats
0,“You couldn’t buy a cannon” when the Second Amendment was passed.
0, A post shared on Instagram alleges Pfizer advised against unprotected sex up to 28 days after receiving the second dose of its COVID-19 vaccine due to potential reproductive risks.
0,"Rep. Alexandria Ocasio-Cortez said, “I don’t need truckers. I get my food from the grocery store.”"
0,Korean has been adopted as an official language of the UN.
1,“Iowa Republicans have introduced a bill that would put government-installed cameras in every single classroom to livestream school activities for parents to spy on teachers and children.”
1,“Governor Kate Brown wants to make Oregon’s mask mandate PERMANENT.”
0," Biden Administration To Fund Crack Pipes, Heroin."
0,A study on the NIH website comes to a different conclusion than the CDC about the use of ivermectin to treat COVID-19.
0,"Incidences of heart attacks, Bell’s palsy, congenital malformations, female infertility, pulmonary embolisms, neurological abnormalities and cancers have increased dramatically, according to NHS data."
0,“Biden and most Democrats want to cap insulin prices at $35 per month. All 50 Republicans in the Senate are opposed to it.”
0,The CDC’s death rate estimates for COVID-19 are “classifying people who have 1 or 2 jabs as ‘unvaccinated.'”
0,“President Trump sanctioned Russia. President Biden gave them a pipeline.”
0,More than 200 Australian doctors have been struck off the medical register during the COVID-19 pandemic.
0,“4 busloads of illegals” were “dropped off from the Southern Border” at a Florida hotel.
0, Judge Ordered Ottawa Police To Return Seized Fuel Taken During ‘Freedom Convoy’
0,"Clips of Dr. Anthony Fauci show he “flip-flopped” on guidance for wearing masks, whether kids should be in school and whether people should change how they interact."
1,"R. Kelly is a convicted pedophile. His music is still on Spotify. The Left has no problem with that, yet they’re waging war against Rogan."
0,Dispensers sell bullets ‘by the pound’ at an Idaho grocery store
0,"80% Of Serious COVID Cases In Israel ARE among Fully Vaccinated, says Dr. Yaakov Jerris."
0,COVID-19 vaccines caused a 40% increase in deaths identified by a life insurance company.
0,A nine-year-old girl was arrested at the Natural History Museum in New York City for refusing to show proof of vaccination.
0," “New Jersey and Maryland produce more solar power than Florida, the Sunshine State!”"
0,The COVID-19 vaccine “destroys the subject’s natural immune system”; HIV VB variant is a “cover up”
0,COVID-19 vaccines are the first that allow the virus to spread “even after vaccination.”
0,Canadian Government Planted Dumpster Full Of Rocks To Provoke Violence At ‘Freedom Convoy’
0,Arizona House bill to “decertify” 2020 results “could effectively recall the Biden electors.”
0, COVID Vaccines Are Experimental Gene Therapy.
0,"“In Joe Biden’s America, your children are more likely to have access to a crack pipe than a mask-free education.”"
0,COVID vaccines cause permanent damage to children’s critical organs.
0,The CDC staged “the ‘escaping monkeys’ as a cover story for releasing the next bioweapon.”
0,The New Zealand government is considering putting COVID-19 vaccines into city water supplies.
0,“Food crops can be engineered right now based on existing technology to cause infertility in Black people alone.”
0,Allegedly shows a COVID-19 crisis actor emerging out of a body bag in the middle of a news broadcast.
0,Doctors In Western Countries Are Being Arrested For Prescribing Ivermectin
0,There is no evidence carbon dioxide directly causes any change in the climate.
0,COVID-19 Vaccines Are ‘Dangerous And Ineffective’ And ‘Need To Be Withdrawn From The Market’
0,“The second booster has eight strains of HIV.”
0," In February 2022, Moderna CEO Stéphane Bancel suddenly dumped $400 million worth of the company’s stock over worries that it was about to lose value because of “bad news,” and deleted his Twitter account."
0, A video shows that “OnlyFans has guys on campus encouraging your daughters to do porn for ‘financial freedom.’”
1,"“Inflation has been caused by the global economies shutting down all at once, reopening all at once. And … the U.S. economy is recovering at a far faster pace than any other country in the OECD.”"
0,Hackers released ‘vaccine death data’ from Pfizer and Moderna.
0, Turning Point USA is a white nationalist organization.
0,"In 2021, cases of pregnancy and fertility issues, cancer, neurological issues, and heart disease spiked after COVID-19 vaccination"
1, “The social relief of distress grant has provided support to more than 10 million unemployed people…”
0,Says the FDA said that Pfizer “falsely misled” the agency about the safety of the COVID-19 vaccines and that the shots are killing more people than they save.
0,Cancer rates have increased 20-fold since Operation Warp Speed.
1,“More than half of Virginia’s school buildings are older than 50 years.”
0, COVID Vaccines Have Increased ‘Serious Injury’ By Over 2000% In Germany
0, Former President Donald Trump’s “Truth Social” platform will cost users $4.99 a week.
0,Claims 50 percent of Ottawa’s police force resigned in the wake of the Freedom Convoy protests in the city.
0," “[T]he law allows Trump to tear up documents, shred them, and take documents when he left the White House.”"
0,Data from the US military shows a sharp rise in the incidence of various diseases in 2021.
1,"“Teachers can only deduct up to $250 for school supplies on their taxes, but billionaires can write off the entire cost of a private jet.”"
0,Shocking Evidence of Widespread Fraud in Wisconsin’s Voter Database.
0,At least 50% of people who survive Covid-19 have debilitating health issues in the months afterwards.
0,"Modi government has spent Rs 1,000-crore to build the Statue of Equality."
0,"Says the Biden administration’s Unaccompanied Alien Children process has “no vetting, no transparency.”"
0,The Lancet Published Medical Professor’s Warning That Natural Immunity Has Made Vaccine Mandates Irrelevant
0,"Says Rep. Marjorie Taylor Greene said, “If it weren’t for electricity, we’d all be watching TV by candlelight.”"
0,purportedly shows former President Donald Trump with his pants pulled high above his waist.
0,"“Books banned in Texas include 1984, Maus, and The Handmaid’s Tale, but not Mein Kampf.”"
0,Canadian Prime Minister Justin Trudeau posted a message on social media telling vaccinated Canadians to stop talking to their unvaccinated relatives.
0,“There is absolutely no observed or clinical data that indicates any benefit whatsoever to masking K-12 students in schools.”
0, Scientists Lied About Isolating The Virus That Causes COVID-19.
0, Dr. Anthony Fauci was charged with murder by a grand jury.
0,COVID-19 boosters are ‘destroying your immune system’
0,Pakistan university sent letter to students warning them against valentines day celebrations.
0,“Ukraine was the No. 1 donor to Hillary Clinton when she was running for president.”
0, Queen Elizabeth II is taking ivermectin to treat COVID-19.
0,Greenpeace USA had a banner on Trump International Hotel in Las Vegas making fun of Donald Trump’s genitalia.
0, Trump Passed Bill Raising Taxes In 2021 And Every Two Years Until 2027
0,“The latest with the Durham report is that the Clinton campaign … actually spied on the president of the United States.”
0,"“The United States directly controls the National Agency on Corruption Prevention, the National Anti-Corruption Bureau, the Specialized Anti-Corruption Prosecutor’s Office and the High Anti-Corruption Court.”"
0, Russia is targeting U.S. biological weapons labs in Ukraine invasion.
0," Claims the FDA said Pfizer falsely misled them regarding the safety of its COVID-19 vaccine, adding that it was causing two deaths for every life it saved."
0,"Freedom Convoy protesters in Ottawa, Ontario were arrested and released “in the middle of nowhere” because the arrests were “illegal.”"
1, Russian state television has been airing and translating clips from Fox News host Tucker Carlson’s show where he defends Putin.
0, allegedly shows an explosion at a Ukrainian power plant caused by a Russian airstrike.
0,Ethnic Russians face “genocide perpetrated by the Kyiv regime.”
0,Wearing masks is “COVID theater” and “not doing anything.”
0," In March 2022, U.S. Rep. Paul Gosar defended himself from criticism with a tweet in which he indicated he had been called “stupid” for his whole life."
0,Hunter Biden’s payments from the Ukrainian oil and gas company Burisma Holdings ended with the Russian invasion of Ukraine.
0, The government is using the Centers for Disease Control and Prevention to collect DNA through COVID-19 test samples
0,"The planned release of 60 million barrels of global oil reserves, including 30 million from the U.S., “will help blunt gas prices here at home.”"
0," “Everyone understands that the Third World War can only be nuclear. But I draw your attention to the fact that nuclear war is constantly spinning in the heads of Western politicians, not in the heads of Russians.”"
0,Joe Biden’s comments prove that food shortages are being “done deliberately by the governments of the world.”
0," Hormonal birth control is associated with “PCOS [polycystic ovarian syndrome], hormonal imbalances, depression, and infertility”"
0,“[Dave] McCormick’s woke Connecticut hedge fund supported Black Lives Matter.”
0," allegedly shows a Fox News chyron quoting Republican Texas Sen. Ted Cruz’s wife, Heidi Cruz, as saying, “Ted Does Not Tan His Testicles.”"
1," Students at a Missouri public school were given a math assignment referencing Maya Angelou’s sexual abuse, sex work."
0,Did Finnish Parliament Vote to Join NATO?
0,“David McCormick paid for attacks on Donald Trump.”
0, The Russian attack on a Mariupol maternity hospital was staged.
0,“Congress Just Gave Itself A 21% Raise As Americans Can’t Afford Gas.”
0,Marjorie Taylor Greene Refused to Clap for Volodymyr Zelensky.
0,"There were more than 1,200 vaccine-related deaths in the first 90 days of the Pfizer rollout."
0,"Virginia Tech swimmer Reka Gyorgy tweeted, “My finals spot was stolen by Lia Thomas, who is a biological male.”"
0, A picture of U.S. President Joe Biden in front of the White House in March 2022 was “staged” or digitally altered to add trees.
0," Ketanji Brown Jackson has “a weak record — defund police, abolish ICE and now a completely open border policy.”"
0,NPR published an article about the January 6 2021 storming of the US capitol before it happened.
0,"A “baby’s immune system” cannot “safely handle 8 different antigens 💉 (toxins, bacteria, DNA) in 1 day”"
0,"The so-called collective West does not need a strong and sovereign Russia, and will not forgive us our independent policy and standing up for our national interests. It is trying to divide our society. It’s aim is to destroy Russia.”"
0,"“You go to a store, they don’t have bread.”"
1,The study by Rössner et al. “add[ed] further evidence for the usefulness of vaccines and their clear advantage over natural immunity”
0,“It hasn’t been mandatory that any adverse events are reported” to the Vaccine Adverse Event Reporting System following COVID-19 vaccination.
0,“David McCormick fired Pennsylvanians and bragged about shipping their jobs to Asia.”
0,“Private sources confirmed to Sputnik that 87 militants had left for Ukraine … all of the 87 used to be affiliated with Daesh [Arabic for Islamic State] before they merged into new groups.”
0,"Thanks to the American Rescue Plan’s changes to the Affordable Care Act, “four out of five consumers (are) finding quality coverage for under $10 a month.”"
0," The OPP And RCMP Report 2.3 Million People On Foot And Upwards To 150,000 Truckers At Anti-Vaccine Protest in Ottawa"
0,Ivermectin was effective against omicron in phase 3 clinical trials.
0,A Michigan school put litter boxes in bathrooms for students who identify as cats.
0,"“(I) am proud that Senator Rubio and I were able to help secure an unprecedented $1 billion for Everglades restoration, the largest single amount ever allocated by the federal government.”"
0,Canadian Prime Minister Justin Trudeau posted a message on social media telling vaccinated Canadians to stop talking to their unvaccinated relatives.
0,NASA study says snake plants can produce enough oxygen for humans to live in a sealed room.
0,only one person in the world has died from the omicron variant of coronavirus
0,Tesco’s pro-vaccine Christmas ad was removed after receiving backlash.
0,"The omicron variant of COVID-19 “came out” in 2021, but “the copyright on this book” about the variant is 2020."
0,"A Hindu woman was abducted outside a court in Umerkot, Pakistan."
0,Kenosha “Police were told to stand down as businesses were destroyed.”
1,Ghislaine Maxwell was at Chelsea Clinton’s Wedding.
0,Image shows Donald Trump’s new Christmas card.
0,Media Approval Ratings Fell Below Congress’ As Trump Ran For President
0," Because of omicron, “the Biden administration has decided to leave the U.S. southern border completely open.”"
0,Photos of Boris Johnson receiving his Covid-19 booster vaccine do not show him being vaccinated.
1,"“Even after accounting for rising prices, the typical American family has more money in their pockets than they did last year.”"
0, Replacing cornfields with solar panels exacerbates climate change.
0,“Over 800 pounds of fentanyl were seized at our Southern Border in October. This is Biden’s Border Crisis.”
0, Kyle Rittenhouse filed a defamation lawsuit against LeBron James.
0, Antarctic Ice Is At A New Record Maximum in 2021.
0,Md. Fayez Ahmad attacked Hindu girl in West Bengal in ‘love jihad’ case.
0,Gas prices were “$1.86 when I left” the White House.
0,"Gasoline is $2.10 in Russia, $0.78 in Kuwait and $0.98 in Saudi Arabia."
0,Vaccinated people under 60 in England “are dying at twice the rate of unvaccinated people the same age. … I don’t know how to explain this other than vaccine-caused mortality.”
0,5G Millimeter Waves Causes Health Problems In Humans.
0,"Symptoms of the omicron variant include “Heart failure, Arrhythmia, Heart inflammation, Blood clots, Strokes, Peripheral Nerve Damage, Multi Organ Failure,” and are actually caused by COVID-19 vaccines."
0,"Images show weapons seized in Debre Sina, Ethiopia."
0,The COVID-19 vaccine is the “deadliest vaccine ever made.”
0,Ivanka Trump Is Joining The Democrats To Run Against Her Dad.
0,"“Americans on average have about $100 more in their pockets each month than they did last year, after accounting for inflation.”"
0,A post shared on Facebook claims the omicron COVID-19 variant is named after a military code.
0,"Former President George W. Bush Was Arrested On Veterans Day, Denied Tribunal Extension."
0,"“As far as African countries are concerned, it is only Nigeria that has been taken off the impunity index.”"
0,"Society is “choosing blood clots and heart problems over cold and flu symptoms, or even no symptoms at all.”"
0,"“In Germany, a fence separates vaccinated and unvaccinated people. The biggest symptom of COVID is insanity”"
0,"“The toxicity of COVID-Omicron is 5 times higher than that of the Delta variant, and the mortality rate is also higher than that of Delta.”"
0,Pilot Deaths Up 1700% after Vax Mandates.
0,Says Vice President Kamala Harris called the unvaccinated “dirty Trump people.”
0,Video shows the atrocities faced by minorities in Kashmir.
0,“Wisconsin 2020 election investigation finds more illegal votes were cast than Biden’s margin of victory.”
0,Mike Lindell Gives Closed-Door Testimonies Against Trump.
0, Only 4 states still had mask mandates as of Nov. 30.
0, Japan Endorsed Ivermectin As COVID-19 Treatment To Send Cases Plummeting.
0,Miscarriage is among the ‘tragic side effects’ of mRNA vaccines
0,More than a thousand new coal plants are being built around the world while Australia plans to shut down its remaining facilities.
0,“I’ve been against that war in Afghanistan from the very beginning.”
0,the image shows what scientists have predicted Earth “will look like in 20 years from space if we don’t reverse climate change” 
0,"“2,809 Dead Babies in VAERS Following COVID Shots as New Documents Prove Pfizer, the FDA, and the CDC Knew the Shots Were Not Safe for Pregnant Women”"
0,Dr. Fauci Admits That Covid Vaccines May Actually Make People ‘Worse’
0,the World Economic Forum (WEF) reported about the omicron variant back in July.
0,Billboard shows New Zealand Prime Minister Jacinda Ardern telling Kiwis to get booster shot to get up to six months worth of freedoms.
0,Soft-tissue cancer diagnoses have “climbed through the roof” in 2021 as a result of COVID-19 vaccines.
0,"Nancy Pelosi rejected Donald Trump’s request for 10,000 National Guard troops to be deployed before Jan. 6."
1,“Overdoses in Virginia (are) up 35%.”
0,The COVID-19 vaccines cause AIDS.
1,The percentage of the UK population who have received a booster vaccine is double that of the EU.
0,“Boy passes Joe Biden a vial of fresh blood to drink on his way back to the White House.”
0,A probe found more ‘illegal votes’ in Wisconsin than Biden’s victory margin
1,"“Voter ID is supported by an overwhelming majority of NYers, from all across the state, walks of life, & political parties.”"
0,The Salvation Army Mandated Critical Race Theory Training.
0,It’s a myth that autism is genetic.
0,"60,000 scientists call for an end to mass vaccination."
0,An abstract published in an American Heart Association journal is “Proof the Covid Jab is Murder.”
1,Jimmy Carter Stopped a Nuclear Reactor From Destroying Ottawa
0, “Sweden obliterates the lie of ‘vaccines’ as ticket to ending pandemic” mass vaccination create vaccine-mediated viral enhancement
0,Malaysian police investigating ‘slash and grab’ robberies using business-card knives
0,"The expanded child tax credit in the Build Back Better Act has “no means testing,” so people making $200,000 and $400,000 would get “the same as someone making” $70,000."
0, mRNA vaccines force “your child’s body to make toxic spike proteins. These proteins often cause permanent damage in children’s critical organs”; “there is no benefit for your children or your family to be vaccinating your children”
0,“Maybe they’re just calling the common cold … the omicron variant.”
0, claims that the Federal Emergency Management System (FEMA) arrived in Kentucky to provide relief to tornado-struck areas with more vaccines than other supplies.
0," COVID Vaccine Spike Proteins Do Enter Cell Nuclei, Suppress DNA Repair, Or Unleash Cancer, Immunodeficiency, Autoimmune Disorders Or Accelerated Aging"
1,"100,000 people in Scotland currently suffering from long Covid"
0,Santa Claus was arrested by German police for not wearing a mask at a market.
0, CDC Admits Vaccinated Parents Are Killing Unvaccinated Kids
0, “They’ve now killed close to twice as many kids from the vaccine as have died from COVID.”
1, Marjorie Taylor Greene Owns Stock in Three Vaccine Manufacturers
0,Vice President Kamala Harris tweeting that Kyle Rittenhouse created a specific Instagram account and that people should not follow it
0,“The Budapest Memorandum concerns security guarantees for Ukraine as a non-nuclear state … [A]ll guarantees have been provided and observed.”
0,"“I represent more, or just as many or more, people than Joe Manchin does.”"
0,"An image shared on Facebook purportedly shows a poster created by the World Health Organization that says, “We’re in this forever.”"
0,Hydroxychloroquine Does Decalcify The Pineal Gland.
0,"“Polar bears have increased 400% in 45 years; whales are nearly fully recovered; extinctions are down 90% past century. Koalas are doing fine. If we could ban wind turbines we could save 85,000 birds of prey/yr in US alone.”"
0,a “game-changing study” showed that “COVID vaccines [were] more dangerous than the virus itself”; “children aged 12 to 17 are more likely to be hospitalized for myocarditis than for COVID.”
0,People with “natural immunity” from COVID-19 due to prior infection cannot catch the virus again.
0," Team of 1,000 lawyers And 10,000 Medical Experts Did Not Start Nuremberg 2 Trial against World Leaders for Crimes Against Humanity"
0,People in their 20s have a “7 times higher risk of death after vaccination than from COVID”
0,the image shows the White House website saying President Joe Biden’s winter plan to fight COVID-19 includes putting Americans into quarantine centers
0,Photo shows Prime Minister Narendra Modi touched the feet of IAS officer Arti Dogra.
0,"If you have “natural immunity,” getting vaccinated against COVID-19 “is more likely to harm you severely.”"
0,Site Selling Discounted Stamps Is Official United States Postal Service.
0,"Ocasio-Cortez tweeted she got COVID-19 because of climate change, racism."
1,"“We’ve brought in more than $81 billion in economic investment, more than four times any previous administration.”"
0,"“The Wisconsin voter roll has over 120,000 active voters who have been registered to vote for over 100 years.”"
0,CDC Will Begin To Provide Data On How Many US Deaths Are ‘from’ COVID And How Many Are ‘with’ COVID.
1,An image shows a flyer of an After School Satan Club.
0, U.S. Supreme Court Justice Neil Gorsuch said the flu kills “hundreds of thousands of people every year.”
0,"A law authored by opposition vice presidential candidate Francis “Kiko” Pangilinan allows minors to go scot-free even after committing crimes such as robbery with murder, rape with murder, and rape."
0,mRNA COVID-19 are harmful for children.
0,Switzerland is the first country to approve “suicide chamber.”
0,Washington University School of Medicine study found that COVID-19 infection confers protection for life.
0, Omicron Variant Of Covid-19 Is Spreading Faster Than Any Other Virus In History.
0, purportedly shows Canadian Prime Minister Justin Trudeau stating that he was going to limit human rights.
0,"President Joe Biden recently faked a visit to a children’s hospital in Washington, D.C"
0,Vaccines Cause Brain Damage
0,purportedly shows a man who died two weeks after stating that he had an affair with former President Barack Obama.
0,We Can ‘Eat Our Way Out Of This Pandemic’ By Eating Leeks.
0,It Is ‘Odd’ That The COVID-19 Vaccine Was Developed So Quickly.
0,Congress party spokesman calls PM Modi a hero.
0,“Anderson Cooper floating the idea of withholding SS from the unvaxxed. Hope you enjoy what you voted for commies.”
0,Pfizer CEO Bourla talking about the microchip that will be in medications.  Sounds normal right?? Just a conspiracy theory?
1,COVID Testing has declined under Joe Biden.
0,COVID-19 vaccine caused football player Donald Parham Jr.’s heart to explode.
0,Dark colors on at home test strip shows COVID is in the water
0,Shah Jahan Chopped Off Hands Of Workers Who Built Taj Mahal
0,Biden said he wanted to resume building Trump’s wall.
0,"Jen Psaki said, ‘If you don’t buy anything, you won’t experience inflation’"
1, NASA provided $1.1 million in funding to a religious organization to study how humans may react to life beyond Earth.
0,Covid-19 cases in 2020 were actually the flu.
0, Covid-19 patient in hospital video is a crisis actor.
0,Images show roads in the Democratic Republic of the Congo before and after a project with Uganda.
0,Vaccinated People Are More Likely To Be Infected Than Those Without The Shot
0,flu cases being instead counted as COVID-19 cases was the reason for low flu activity during the 2020-2021 flu season.
1,"Guidelines published by the IRS ahead of the 2022 tax year explained how taxpayers can claim items they have stolen, or earnings from illegal activities."
0,a book about the omicron variant was published by White House chief medical adviser Dr. Anthony Fauci’s sister named Dr. Angelique Fauci.
0,British chef Jamie Oliver wins “legal battle” against McDonald’s over “pink slime”
0, “Trump cut Social Security benefits by over $3 billion.”
0,“CDC admits that COVID tests are invalid.”
0,A video clip shows a failed attempt by China to launch airstrikes near Taiwan.
0," On Dec. 28, 2021, three days before her death, Betty White said “Eat healthy and get all your vaccines. I just got boosted today.”"
0,“Six-month Pfizer data show COVID vaccine causes more illness than it prevents.”
0,Video shows kidnapper caught while trying to kidnap a toddler inside travel bag.
0,"“By declining the vax, I am 100% safe from adverse reactions and 99.8% safe from COVID.”"
0,Can hydroxychloroquine be made at home by boiling grapefruit and lemon peels in water?
0,"Actions by Joe Biden left “10,000 – 15,000 American citizens abandoned to terrorists in Afghanistan.”"
0, Amazon launched a presale of a new Amazon Token cryptocurrency.
0,Vaccines are why flights have been shut down worldwide.
0,Samajwadi Party chief Mulayam Singh Yadav has said recently that he feels the BJP might come to power in UP.
0,“It feels amazing” that unvaccinated people are “4.5 times LESS LIKELY to catch omicron” than people who are fully vaccinated and boosted.
0,"Dr. Fauci is a lying prick. The CDC, FDA and US government are criminal anti-American devilgangs. It’s not a vaccine its a deadly xperimental shot."
0,“Jan. 6 was NOT an insurrection…but Nov. 4 at 3 a.m. was!”
0,"“JUST IN – Robert Koch Institute report released today states that 95.58% of the #Omicron cases in Germany are fully vaccinated (28% of those had a “booster”), 4.42% are unvaccinated.”"
0,The Commission on Elections second division has dismissed the disqualification petition against presidential aspirant Bongbong Marcos
0,Fox News reported that Trump “vowed to pardon Ghislaine Maxwell if he wins in 2024.”
0,Tylenol “ruins your ability to kill” COVID-19.
1, The 
0,President Joe Biden “never had a” COVID-19 “plan.”
0,Kris Aquino stole the jewelry of Imelda Marcos
0,"When children are given vaccines for COVID-19, “a viral gene will be injected into your children’s cells. This gene forces your child’s body to make toxic spike proteins. These proteins often cause permanent damage in children’s critical organs.”"
0,“flurona” a new cross-breed virus resulting from combination of the SARS-CoV-2 virus and seasonal influenza.
0,Dr. Fauci gains profits from pharmaceutical companies.
1,"Former U.S. Vice President Mike Pence warned on Jan. 6, 2021, that pro-Trump rioters would be “prosecuted to the fullest extent of the law.”"
0,"“Chief Justice John Roberts goes after the highest court in the land, citing their ‘inappropriate political influence.’”"
0,Narendra Modi government’s Cabinet Committee on Security called for the removal of Sikhs from the Indian Army.
0,"“We have over 100,000 children, which we’ve never had before, in serious condition, and many on ventilators” due to the coronavirus."
0,"“mass formation psychosis” is a phenomenon that occurred in 1920s and 30s Germany when a highly educated population “went barking mad, and that is what’s happened here,” he said, referring to the COVID-19 pandemic"
0,“No one has been hospitalized for” the omicron variant of COVID-19.”
0, only 56 people die per day from COVID-19.
0, “Data from around the world suggests that omicron favors the fully vaccinated.”
0,The Premier of Western Australia faked getting the third dose of the COVID-19 vaccine.
0,Electric vehicles would not have fared well in the Virginia snowstorm traffic jam.
0,Claims former South Carolina Rep. Trey Gowdy alleged the 2020 election was rigged through “treasonous acts.”
0, Pfizer made $37 billion in profit in its last quarter.
0,“1 million COVID-vaccine injuries now reported on CDC’s database.”
0,Photo of huge crowd at Kenyan deputy president’s rally
1,"“Expanding Medicaid, which if we had done at the beginning of the Abbott administration, would have brought in $100 billion to this state’s economy.”"
0, Booster COVID-19 vaccine doses can “shut down the immune response”; heart damage following vaccination is “quite frequent”; “many of these [SARS-CoV-2] mutations are being driven by the evolutionary selection caused by the vaccines”
0,"Recently released Jan. 6 footage shows “these cops using massive amounts of force against unarmed Trump supporters, including women.”"
0,COVID-19 tests that are labeled “positive control swab” and “negative control swab” manipulated to deliver predetermined results.
0,President Joe Biden “has the lowest approval rating of any president ever.”
0,Face masks increase the risks of respiratory diseases.
1,"Gov. Kim Reynolds, touting $210 million for Iowa broadband, “failed to mention these are actually federal funds approved by Rep. Cindy Axne and signed into law by President Joe Biden.”"
